date,debt
2015-11-29,23
2015-12-06,24
2015-12-13,22
2015-12-20,16
2015-12-27,18
2016-01-03,24
2016-01-10,26
2016-01-17,25
2016-01-24,27
2016-01-31,27
2016-02-07,26
2016-02-14,48
2016-02-21,32
2016-02-28,27
2016-03-06,27
2016-03-13,26
2016-03-20,24
2016-03-27,24
2016-04-03,26
2016-04-10,26
2016-04-17,23
2016-04-24,25
2016-05-01,26
2016-05-08,25
2016-05-15,25
2016-05-22,23
2016-05-29,22
2016-06-05,23 
